,Unnamed: 0,name,id_x,album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id_y,uri,track_href,analysis_url,duration_ms,time_signature
51,51,All You Had To Do Was Stay (Taylor's Version),2k0ZEeAqzvYMcx9Qt5aClQ,1989 (Taylor's Version) [Deluxe],0.589,0.713,0,-5.614,1,0.0308,0.000778,0.0,0.188,0.54,97.069,audio_features,2k0ZEeAqzvYMcx9Qt5aClQ,spotify:track:2k0ZEeAqzvYMcx9Qt5aClQ,https://api.spotify.com/v1/tracks/2k0ZEeAqzvYMcx9Qt5aClQ,https://api.spotify.com/v1/audio-analysis/2k0ZEeAqzvYMcx9Qt5aClQ,193289,4
52,52,Shake It Off (Taylor's Version),50yNTF0Od55qnHLxYsA5Pw,1989 (Taylor's Version) [Deluxe],0.632,0.805,7,-5.707,1,0.069,0.0112,2.51e-05,0.156,0.903,160.052,audio_features,50yNTF0Od55qnHLxYsA5Pw,spotify:track:50yNTF0Od55qnHLxYsA5Pw,https://api.spotify.com/v1/tracks/50yNTF0Od55qnHLxYsA5Pw,https://api.spotify.com/v1/audio-analysis/50yNTF0Od55qnHLxYsA5Pw,219209,4
53,53,I Wish You Would (Taylor's Version),3FxJDucHWdw6caWTKO5b23,1989 (Taylor's Version) [Deluxe],0.671,0.853,0,-6.568,1,0.0417,0.00388,9.48e-06,0.0812,0.523,118.032,audio_features,3FxJDucHWdw6caWTKO5b23,spotify:track:3FxJDucHWdw6caWTKO5b23,https://api.spotify.com/v1/tracks/3FxJDucHWdw6caWTKO5b23,https://api.spotify.com/v1/audio-analysis/3FxJDucHWdw6caWTKO5b23,207650,4
54,54,Bad Blood (Taylor's Version),7oZONwFiFIErZcXAtTu7FY,1989 (Taylor's Version) [Deluxe],0.624,0.711,7,-6.347,1,0.159,0.0369,3.13e-06,0.19,0.347,169.999,audio_features,7oZONwFiFIErZcXAtTu7FY,spotify:track:7oZONwFiFIErZcXAtTu7FY,https://api.spotify.com/v1/tracks/7oZONwFiFIErZcXAtTu7FY,https://api.spotify.com/v1/audio-analysis/7oZONwFiFIErZcXAtTu7FY,211104,4
55,55,Wildest Dreams (Taylor's Version),27exgla7YBw9DUNNcTIpjy,1989 (Taylor's Version) [Deluxe],0.587,0.663,8,-7.439,1,0.0598,0.0348,9.95e-05,0.0971,0.539,139.993,audio_features,27exgla7YBw9DUNNcTIpjy,spotify:track:27exgla7YBw9DUNNcTIpjy,https://api.spotify.com/v1/tracks/27exgla7YBw9DUNNcTIpjy,https://api.spotify.com/v1/audio-analysis/27exgla7YBw9DUNNcTIpjy,220433,4
56,56,How You Get The Girl (Taylor's Version),733OhaXQIHY7BKtY3vnSkn,1989 (Taylor's Version) [Deluxe],0.761,0.67,5,-5.956,1,0.0537,0.00198,1.08e-05,0.0873,0.519,120.014,audio_features,733OhaXQIHY7BKtY3vnSkn,spotify:track:733OhaXQIHY7BKtY3vnSkn,https://api.spotify.com/v1/tracks/733OhaXQIHY7BKtY3vnSkn,https://api.spotify.com/v1/audio-analysis/733OhaXQIHY7BKtY3vnSkn,247533,4
57,57,This Love (Taylor’s Version),4WBEj8TeGtRPNJdOmT3WJW,1989 (Taylor's Version) [Deluxe],0.47,0.494,4,-8.672,1,0.0349,0.302,0.0,0.0672,0.0524,144.039,audio_features,4WBEj8TeGtRPNJdOmT3WJW,spotify:track:4WBEj8TeGtRPNJdOmT3WJW,https://api.spotify.com/v1/tracks/4WBEj8TeGtRPNJdOmT3WJW,https://api.spotify.com/v1/audio-analysis/4WBEj8TeGtRPNJdOmT3WJW,250100,4
58,58,I Know Places (Taylor's Version),1ULabO0PEsdJekqVH6G10G,1989 (Taylor's Version) [Deluxe],0.572,0.807,0,-5.348,1,0.0574,0.0846,0.0,0.071,0.626,160.015,audio_features,1ULabO0PEsdJekqVH6G10G,spotify:track:1ULabO0PEsdJekqVH6G10G,https://api.spotify.com/v1/tracks/1ULabO0PEsdJekqVH6G10G,https://api.spotify.com/v1/audio-analysis/1ULabO0PEsdJekqVH6G10G,195700,4
59,59,Clean (Taylor's Version),0lKUBmEyQfzsQHozyeXzES,1989 (Taylor's Version) [Deluxe],0.782,0.379,4,-8.964,1,0.0303,0.297,2.98e-05,0.103,0.267,103.99,audio_features,0lKUBmEyQfzsQHozyeXzES,spotify:track:0lKUBmEyQfzsQHozyeXzES,https://api.spotify.com/v1/tracks/0lKUBmEyQfzsQHozyeXzES,https://api.spotify.com/v1/audio-analysis/0lKUBmEyQfzsQHozyeXzES,271000,4
60,60,Wonderland (Taylor's Version),6HRsJu8vcnzYDN4t0570FY,1989 (Taylor's Version) [Deluxe],0.387,0.703,3,-5.956,1,0.0545,0.0105,1.1e-05,0.128,0.32,123.18,audio_features,6HRsJu8vcnzYDN4t0570FY,spotify:track:6HRsJu8vcnzYDN4t0570FY,https://api.spotify.com/v1/tracks/6HRsJu8vcnzYDN4t0570FY,https://api.spotify.com/v1/audio-analysis/6HRsJu8vcnzYDN4t0570FY,245567,5
61,61,You Are In Love (Taylor's Version),0TyGh27YQ5LknmiDhCzJiT,1989 (Taylor's Version) [Deluxe],0.554,0.509,2,-9.403,1,0.0455,0.572,2.08e-06,0.113,0.401,85.079,audio_features,0TyGh27YQ5LknmiDhCzJiT,spotify:track:0TyGh27YQ5LknmiDhCzJiT,https://api.spotify.com/v1/tracks/0TyGh27YQ5LknmiDhCzJiT,https://api.spotify.com/v1/audio-analysis/0TyGh27YQ5LknmiDhCzJiT,267389,4
62,62,New Romantics (Taylor's Version),5M787RexsAiVYjQusM98CV,1989 (Taylor's Version) [Deluxe],0.653,0.848,5,-5.936,1,0.0583,0.00516,4.24e-06,0.0798,0.724,122.017,audio_features,5M787RexsAiVYjQusM98CV,spotify:track:5M787RexsAiVYjQusM98CV,https://api.spotify.com/v1/tracks/5M787RexsAiVYjQusM98CV,https://api.spotify.com/v1/audio-analysis/5M787RexsAiVYjQusM98CV,230178,4
63,63,"""Slut!"" (Taylor's Version) (From The Vault)",0CD7DzeCsuPJygddqlUVYa,1989 (Taylor's Version) [Deluxe],0.621,0.415,2,-13.187,1,0.0543,0.33,0.000112,0.0634,0.313,77.978,audio_features,0CD7DzeCsuPJygddqlUVYa,spotify:track:0CD7DzeCsuPJygddqlUVYa,https://api.spotify.com/v1/tracks/0CD7DzeCsuPJygddqlUVYa,https://api.spotify.com/v1/audio-analysis/0CD7DzeCsuPJygddqlUVYa,180381,4
64,64,Say Don't Go (Taylor's Version) (From The Vault),3CCRVu4F91Qp2mnGjmWBrf,1989 (Taylor's Version) [Deluxe],0.632,0.539,4,-8.375,1,0.0342,0.0684,5.82e-06,0.132,0.186,109.962,audio_features,3CCRVu4F91Qp2mnGjmWBrf,spotify:track:3CCRVu4F91Qp2mnGjmWBrf,https://api.spotify.com/v1/tracks/3CCRVu4F91Qp2mnGjmWBrf,https://api.spotify.com/v1/audio-analysis/3CCRVu4F91Qp2mnGjmWBrf,279833,4
65,65,Now That We Don't Talk (Taylor's Version) (From The Vault),5QUIK7ZtziW8kGWo8RqopF,1989 (Taylor's Version) [Deluxe],0.8,0.509,0,-9.386,1,0.034,0.16,3.05e-05,0.0834,0.0768,109.994,audio_features,5QUIK7ZtziW8kGWo8RqopF,spotify:track:5QUIK7ZtziW8kGWo8RqopF,https://api.spotify.com/v1/tracks/5QUIK7ZtziW8kGWo8RqopF,https://api.spotify.com/v1/audio-analysis/5QUIK7ZtziW8kGWo8RqopF,146437,4
66,66,Suburban Legends (Taylor's Version) (From The Vault),6M9ppdfFjR1AbpUl3Y8DcV,1989 (Taylor's Version) [Deluxe],0.695,0.607,0,-8.84,1,0.0357,0.212,0.0,0.102,0.394,118.043,audio_features,6M9ppdfFjR1AbpUl3Y8DcV,spotify:track:6M9ppdfFjR1AbpUl3Y8DcV,https://api.spotify.com/v1/tracks/6M9ppdfFjR1AbpUl3Y8DcV,https://api.spotify.com/v1/audio-analysis/6M9ppdfFjR1AbpUl3Y8DcV,171819,4
67,67,Is It Over Now? (Taylor's Version) (From The Vault),6IG3sQ8s9nfk6TUlVzRhbN,1989 (Taylor's Version) [Deluxe],0.599,0.651,0,-7.343,1,0.035,0.0486,0.0,0.126,0.153,100.001,audio_features,6IG3sQ8s9nfk6TUlVzRhbN,spotify:track:6IG3sQ8s9nfk6TUlVzRhbN,https://api.spotify.com/v1/tracks/6IG3sQ8s9nfk6TUlVzRhbN,https://api.spotify.com/v1/audio-analysis/6IG3sQ8s9nfk6TUlVzRhbN,229478,4
68,68,Bad Blood (feat. Kendrick Lamar) (Taylor's Version),6qAcApH8obo8eqatCKUHd9,1989 (Taylor's Version) [Deluxe],0.604,0.644,2,-6.931,1,0.0889,0.0143,0.0,0.237,0.197,170.088,audio_features,6qAcApH8obo8eqatCKUHd9,spotify:track:6qAcApH8obo8eqatCKUHd9,https://api.spotify.com/v1/tracks/6qAcApH8obo8eqatCKUHd9,https://api.spotify.com/v1/audio-analysis/6qAcApH8obo8eqatCKUHd9,199773,4
69,69,Welcome To New York (Taylor's Version),1hR8BSuEqPCCZfv93zzzz9,1989 (Taylor's Version),0.76,0.602,7,-4.871,1,0.0316,0.00661,0.000133,0.325,0.685,116.989,audio_features,1hR8BSuEqPCCZfv93zzzz9,spotify:track:1hR8BSuEqPCCZfv93zzzz9,https://api.spotify.com/v1/tracks/1hR8BSuEqPCCZfv93zzzz9,https://api.spotify.com/v1/audio-analysis/1hR8BSuEqPCCZfv93zzzz9,212600,4
70,70,Blank Space (Taylor's Version),45wMBGri1PORPjM9PwFfrS,1989 (Taylor's Version),0.732,0.719,0,-5.469,1,0.0645,0.0901,0.0,0.331,0.71,96.035,audio_features,45wMBGri1PORPjM9PwFfrS,spotify:track:45wMBGri1PORPjM9PwFfrS,https://api.spotify.com/v1/tracks/45wMBGri1PORPjM9PwFfrS,https://api.spotify.com/v1/audio-analysis/45wMBGri1PORPjM9PwFfrS,231833,4
71,71,Style (Taylor's Version),1hjRhYpWyqDpPahmSlUTlc,1989 (Taylor's Version),0.514,0.821,7,-4.803,1,0.0444,0.000456,0.0232,0.0946,0.298,94.884,audio_features,1hjRhYpWyqDpPahmSlUTlc,spotify:track:1hjRhYpWyqDpPahmSlUTlc,https://api.spotify.com/v1/tracks/1hjRhYpWyqDpPahmSlUTlc,https://api.spotify.com/v1/audio-analysis/1hjRhYpWyqDpPahmSlUTlc,231000,4
72,72,Out Of The Woods (Taylor's Version),045ZeOHPIzhxxsm8bq5kyE,1989 (Taylor's Version),0.544,0.884,7,-5.973,1,0.0383,0.000466,0.000134,0.381,0.184,91.981,audio_features,045ZeOHPIzhxxsm8bq5kyE,spotify:track:045ZeOHPIzhxxsm8bq5kyE,https://api.spotify.com/v1/tracks/045ZeOHPIzhxxsm8bq5kyE,https://api.spotify.com/v1/audio-analysis/045ZeOHPIzhxxsm8bq5kyE,235800,4
73,73,All You Had To Do Was Stay (Taylor's Version),6GXgd1BPD9bUpqw5AntGV5,1989 (Taylor's Version),0.589,0.713,0,-5.614,1,0.0308,0.000778,0.0,0.188,0.54,97.069,audio_features,6GXgd1BPD9bUpqw5AntGV5,spotify:track:6GXgd1BPD9bUpqw5AntGV5,https://api.spotify.com/v1/tracks/6GXgd1BPD9bUpqw5AntGV5,https://api.spotify.com/v1/audio-analysis/6GXgd1BPD9bUpqw5AntGV5,193289,4
74,74,Shake It Off (Taylor's Version),3pv7Q5v2dpdefwdWIvE7yH,1989 (Taylor's Version),0.632,0.805,7,-5.707,1,0.069,0.0112,2.51e-05,0.156,0.903,160.052,audio_features,3pv7Q5v2dpdefwdWIvE7yH,spotify:track:3pv7Q5v2dpdefwdWIvE7yH,https://api.spotify.com/v1/tracks/3pv7Q5v2dpdefwdWIvE7yH,https://api.spotify.com/v1/audio-analysis/3pv7Q5v2dpdefwdWIvE7yH,219209,4
75,75,I Wish You Would (Taylor's Version),43y1WpBdnEy5TR9aZoSQL9,1989 (Taylor's Version),0.671,0.853,0,-6.568,1,0.0417,0.00388,9.48e-06,0.0812,0.523,118.032,audio_features,43y1WpBdnEy5TR9aZoSQL9,spotify:track:43y1WpBdnEy5TR9aZoSQL9,https://api.spotify.com/v1/tracks/43y1WpBdnEy5TR9aZoSQL9,https://api.spotify.com/v1/audio-analysis/43y1WpBdnEy5TR9aZoSQL9,207650,4
76,76,Bad Blood (Taylor's Version),64FzgoLZ3oXu2SriZblHic,1989 (Taylor's Version),0.624,0.711,7,-6.347,1,0.159,0.0369,3.13e-06,0.19,0.347,169.999,audio_features,64FzgoLZ3oXu2SriZblHic,spotify:track:64FzgoLZ3oXu2SriZblHic,https://api.spotify.com/v1/tracks/64FzgoLZ3oXu2SriZblHic,https://api.spotify.com/v1/audio-analysis/64FzgoLZ3oXu2SriZblHic,211104,4
77,77,Wildest Dreams (Taylor's Version),1K39ty6o1sHwwlZwO6a7wK,1989 (Taylor's Version),0.587,0.663,8,-7.439,1,0.0598,0.0348,9.95e-05,0.0971,0.539,139.993,audio_features,1K39ty6o1sHwwlZwO6a7wK,spotify:track:1K39ty6o1sHwwlZwO6a7wK,https://api.spotify.com/v1/tracks/1K39ty6o1sHwwlZwO6a7wK,https://api.spotify.com/v1/audio-analysis/1K39ty6o1sHwwlZwO6a7wK,220433,4
78,78,How You Get The Girl (Taylor's Version),75W3SngKzTuoQ94uLf3y82,1989 (Taylor's Version),0.761,0.67,5,-5.956,1,0.0537,0.00198,1.08e-05,0.0873,0.519,120.014,audio_features,75W3SngKzTuoQ94uLf3y82,spotify:track:75W3SngKzTuoQ94uLf3y82,https://api.spotify.com/v1/tracks/75W3SngKzTuoQ94uLf3y82,https://api.spotify.com/v1/audio-analysis/75W3SngKzTuoQ94uLf3y82,247533,4
79,79,This Love (Taylor’s Version),5QVVjX0ZItqlVpEuVCM9Yg,1989 (Taylor's Version),0.47,0.494,4,-8.672,1,0.0349,0.302,0.0,0.0672,0.0524,144.039,audio_features,5QVVjX0ZItqlVpEuVCM9Yg,spotify:track:5QVVjX0ZItqlVpEuVCM9Yg,https://api.spotify.com/v1/tracks/5QVVjX0ZItqlVpEuVCM9Yg,https://api.spotify.com/v1/audio-analysis/5QVVjX0ZItqlVpEuVCM9Yg,250100,4
80,80,I Know Places (Taylor's Version),2f0GI2ZLUtbGqFx8t2Gk6A,1989 (Taylor's Version),0.572,0.807,0,-5.348,1,0.0574,0.0846,0.0,0.071,0.626,160.015,audio_features,2f0GI2ZLUtbGqFx8t2Gk6A,spotify:track:2f0GI2ZLUtbGqFx8t2Gk6A,https://api.spotify.com/v1/tracks/2f0GI2ZLUtbGqFx8t2Gk6A,https://api.spotify.com/v1/audio-analysis/2f0GI2ZLUtbGqFx8t2Gk6A,195700,4
81,81,Clean (Taylor's Version),2ByBBvpR9b7IynvRmnG7kG,1989 (Taylor's Version),0.782,0.379,4,-8.964,1,0.0303,0.297,2.98e-05,0.103,0.267,103.99,audio_features,2ByBBvpR9b7IynvRmnG7kG,spotify:track:2ByBBvpR9b7IynvRmnG7kG,https://api.spotify.com/v1/tracks/2ByBBvpR9b7IynvRmnG7kG,https://api.spotify.com/v1/audio-analysis/2ByBBvpR9b7IynvRmnG7kG,271000,4
82,82,Wonderland (Taylor's Version),2ve0kuaWUCt4Zx8x4bf1MR,1989 (Taylor's Version),0.387,0.703,3,-5.956,1,0.0545,0.0105,1.1e-05,0.128,0.32,123.18,audio_features,2ve0kuaWUCt4Zx8x4bf1MR,spotify:track:2ve0kuaWUCt4Zx8x4bf1MR,https://api.spotify.com/v1/tracks/2ve0kuaWUCt4Zx8x4bf1MR,https://api.spotify.com/v1/audio-analysis/2ve0kuaWUCt4Zx8x4bf1MR,245567,5
83,83,You Are In Love (Taylor's Version),4UwqOWDpdeIDVQDuKT6iza,1989 (Taylor's Version),0.554,0.509,2,-9.403,1,0.0455,0.572,2.08e-06,0.113,0.401,85.079,audio_features,4UwqOWDpdeIDVQDuKT6iza,spotify:track:4UwqOWDpdeIDVQDuKT6iza,https://api.spotify.com/v1/tracks/4UwqOWDpdeIDVQDuKT6iza,https://api.spotify.com/v1/audio-analysis/4UwqOWDpdeIDVQDuKT6iza,267389,4
84,84,New Romantics (Taylor's Version),2vPMoMDXxu9uX1igWZmXSG,1989 (Taylor's Version),0.653,0.848,5,-5.936,1,0.0583,0.00516,4.24e-06,0.0798,0.724,122.017,audio_features,2vPMoMDXxu9uX1igWZmXSG,spotify:track:2vPMoMDXxu9uX1igWZmXSG,https://api.spotify.com/v1/tracks/2vPMoMDXxu9uX1igWZmXSG,https://api.spotify.com/v1/audio-analysis/2vPMoMDXxu9uX1igWZmXSG,230178,4
85,85,"""Slut!"" (Taylor's Version) (From The Vault)",71BqAINEnezjQfxE4VuJfq,1989 (Taylor's Version),0.621,0.415,2,-13.187,1,0.0543,0.33,0.000112,0.0634,0.313,77.978,audio_features,71BqAINEnezjQfxE4VuJfq,spotify:track:71BqAINEnezjQfxE4VuJfq,https://api.spotify.com/v1/tracks/71BqAINEnezjQfxE4VuJfq,https://api.spotify.com/v1/audio-analysis/71BqAINEnezjQfxE4VuJfq,180381,4
86,86,Say Don't Go (Taylor's Version) (From The Vault),4NioO5R9sHEZh4cGzMHyNt,1989 (Taylor's Version),0.632,0.539,4,-8.375,1,0.0342,0.0684,5.82e-06,0.132,0.186,109.962,audio_features,4NioO5R9sHEZh4cGzMHyNt,spotify:track:4NioO5R9sHEZh4cGzMHyNt,https://api.spotify.com/v1/tracks/4NioO5R9sHEZh4cGzMHyNt,https://api.spotify.com/v1/audio-analysis/4NioO5R9sHEZh4cGzMHyNt,279833,4
87,87,Now That We Don't Talk (Taylor's Version) (From The Vault),5KD6AEm19QnMbfWpfoOHMl,1989 (Taylor's Version),0.8,0.509,0,-9.386,1,0.034,0.16,3.05e-05,0.0834,0.0768,109.994,audio_features,5KD6AEm19QnMbfWpfoOHMl,spotify:track:5KD6AEm19QnMbfWpfoOHMl,https://api.spotify.com/v1/tracks/5KD6AEm19QnMbfWpfoOHMl,https://api.spotify.com/v1/audio-analysis/5KD6AEm19QnMbfWpfoOHMl,146437,4
88,88,Suburban Legends (Taylor's Version) (From The Vault),6T0sEnqjmHISIKwFETeeiP,1989 (Taylor's Version),0.695,0.607,0,-8.84,1,0.0357,0.212,0.0,0.102,0.394,118.043,audio_features,6T0sEnqjmHISIKwFETeeiP,spotify:track:6T0sEnqjmHISIKwFETeeiP,https://api.spotify.com/v1/tracks/6T0sEnqjmHISIKwFETeeiP,https://api.spotify.com/v1/audio-analysis/6T0sEnqjmHISIKwFETeeiP,171819,4
89,89,Is It Over Now? (Taylor's Version) (From The Vault),1Iq8oo9XkmmvCQiGOfORiz,1989 (Taylor's Version),0.599,0.651,0,-7.343,1,0.035,0.0486,0.0,0.126,0.153,100.001,audio_features,1Iq8oo9XkmmvCQiGOfORiz,spotify:track:1Iq8oo9XkmmvCQiGOfORiz,https://api.spotify.com/v1/tracks/1Iq8oo9XkmmvCQiGOfORiz,https://api.spotify.com/v1/audio-analysis/1Iq8oo9XkmmvCQiGOfORiz,229478,4
90,90,Mine (Taylor's Version),7G0gBu6nLdhFDPRLc0HdDG,Speak Now (Taylor's Version),0.647,0.793,7,-2.903,1,0.0363,0.00314,1.93e-06,0.174,0.5,121.101,audio_features,7G0gBu6nLdhFDPRLc0HdDG,spotify:track:7G0gBu6nLdhFDPRLc0HdDG,https://api.spotify.com/v1/tracks/7G0gBu6nLdhFDPRLc0HdDG,https://api.spotify.com/v1/audio-analysis/7G0gBu6nLdhFDPRLc0HdDG,231707,4
91,91,Sparks Fly (Taylor’s Version),3MytWN8L7shNYzGl4tAKRp,Speak Now (Taylor's Version),0.605,0.769,5,-2.413,1,0.032,0.0241,0.0,0.0936,0.366,114.921,audio_features,3MytWN8L7shNYzGl4tAKRp,spotify:track:3MytWN8L7shNYzGl4tAKRp,https://api.spotify.com/v1/tracks/3MytWN8L7shNYzGl4tAKRp,https://api.spotify.com/v1/audio-analysis/3MytWN8L7shNYzGl4tAKRp,261231,4
92,92,Back To December (Taylor's Version),79uDOz0zuuWS7HWxzMmTa2,Speak Now (Taylor's Version),0.486,0.635,2,-3.994,1,0.0278,0.00705,0.0,0.119,0.235,141.868,audio_features,79uDOz0zuuWS7HWxzMmTa2,spotify:track:79uDOz0zuuWS7HWxzMmTa2,https://api.spotify.com/v1/tracks/79uDOz0zuuWS7HWxzMmTa2,https://api.spotify.com/v1/audio-analysis/79uDOz0zuuWS7HWxzMmTa2,294190,4
93,93,Speak Now (Taylor's Version),5xXqyjLicvEpch72qEryFT,Speak Now (Taylor's Version),0.734,0.686,7,-2.926,1,0.0349,0.225,0.0,0.136,0.598,119.002,audio_features,5xXqyjLicvEpch72qEryFT,spotify:track:5xXqyjLicvEpch72qEryFT,https://api.spotify.com/v1/tracks/5xXqyjLicvEpch72qEryFT,https://api.spotify.com/v1/audio-analysis/5xXqyjLicvEpch72qEryFT,242473,4
94,94,Dear John (Taylor's Version),1zU8j1x3yi9xalMF96pzKp,Speak Now (Taylor's Version),0.379,0.468,4,-5.07,1,0.0298,0.0327,0.0,0.158,0.115,119.447,audio_features,1zU8j1x3yi9xalMF96pzKp,spotify:track:1zU8j1x3yi9xalMF96pzKp,https://api.spotify.com/v1/tracks/1zU8j1x3yi9xalMF96pzKp,https://api.spotify.com/v1/audio-analysis/1zU8j1x3yi9xalMF96pzKp,405907,3
95,95,Mean (Taylor's Version),30Y4CV7A6YqtQtTTo7Ue4j,Speak Now (Taylor's Version),0.526,0.7,4,-3.95,1,0.0392,0.321,0.0,0.213,0.596,163.949,audio_features,30Y4CV7A6YqtQtTTo7Ue4j,spotify:track:30Y4CV7A6YqtQtTTo7Ue4j,https://api.spotify.com/v1/tracks/30Y4CV7A6YqtQtTTo7Ue4j,https://api.spotify.com/v1/audio-analysis/30Y4CV7A6YqtQtTTo7Ue4j,238693,4
96,96,The Story Of Us (Taylor's Version),6dTA6y0C2ReQklntzZl8l3,Speak Now (Taylor's Version),0.516,0.784,4,-2.636,1,0.0563,0.00136,0.0,0.0499,0.552,139.787,audio_features,6dTA6y0C2ReQklntzZl8l3,spotify:track:6dTA6y0C2ReQklntzZl8l3,https://api.spotify.com/v1/tracks/6dTA6y0C2ReQklntzZl8l3,https://api.spotify.com/v1/audio-analysis/6dTA6y0C2ReQklntzZl8l3,267653,4
97,97,Never Grow Up (Taylor's Version),2EFZ9emtKWEglWUQGEQ3P9,Speak Now (Taylor's Version),0.684,0.339,2,-7.259,1,0.029,0.867,0.0,0.194,0.572,125.054,audio_features,2EFZ9emtKWEglWUQGEQ3P9,spotify:track:2EFZ9emtKWEglWUQGEQ3P9,https://api.spotify.com/v1/tracks/2EFZ9emtKWEglWUQGEQ3P9,https://api.spotify.com/v1/audio-analysis/2EFZ9emtKWEglWUQGEQ3P9,292920,4
98,98,Enchanted (Taylor's Version),3sW3oSbzsfecv9XoUdGs7h,Speak Now (Taylor's Version),0.52,0.553,8,-3.546,1,0.0269,0.016,0.0,0.165,0.227,81.949,audio_features,3sW3oSbzsfecv9XoUdGs7h,spotify:track:3sW3oSbzsfecv9XoUdGs7h,https://api.spotify.com/v1/tracks/3sW3oSbzsfecv9XoUdGs7h,https://api.spotify.com/v1/audio-analysis/3sW3oSbzsfecv9XoUdGs7h,353253,4
99,99,Better Than Revenge (Taylor's Version),0NwGC0v03ysCYINtg6ns58,Speak Now (Taylor's Version),0.505,0.893,11,-3.013,0,0.0771,0.000795,0.0,0.178,0.659,145.913,audio_features,0NwGC0v03ysCYINtg6ns58,spotify:track:0NwGC0v03ysCYINtg6ns58,https://api.spotify.com/v1/tracks/0NwGC0v03ysCYINtg6ns58,https://api.spotify.com/v1/audio-analysis/0NwGC0v03ysCYINtg6ns58,220307,4
100,100,Innocent (Taylor's Version),12nBPF4Rh4XLFJV0YLN7uj,Speak Now (Taylor's Version),0.524,0.611,1,-5.298,0,0.0297,0.0972,0.0,0.127,0.126,133.583,audio_features,12nBPF4Rh4XLFJV0YLN7uj,spotify:track:12nBPF4Rh4XLFJV0YLN7uj,https://api.spotify.com/v1/tracks/12nBPF4Rh4XLFJV0YLN7uj,https://api.spotify.com/v1/audio-analysis/12nBPF4Rh4XLFJV0YLN7uj,301222,4
101,101,Haunted (Taylor's Version),4tMzIAFTFdqGBQLdfbPces,Speak Now (Taylor's Version),0.44,0.916,5,-1.927,1,0.0629,0.00552,0.0,0.252,0.371,162.025,audio_features,4tMzIAFTFdqGBQLdfbPces,spotify:track:4tMzIAFTFdqGBQLdfbPces,https://api.spotify.com/v1/tracks/4tMzIAFTFdqGBQLdfbPces,https://api.spotify.com/v1/audio-analysis/4tMzIAFTFdqGBQLdfbPces,245413,4
102,102,Last Kiss (Taylor's Version),59KOoHFcw5XfICnO57holu,Speak Now (Taylor's Version),0.557,0.362,10,-8.641,1,0.0263,0.443,3.57e-06,0.1,0.187,79.573,audio_features,59KOoHFcw5XfICnO57holu,spotify:track:59KOoHFcw5XfICnO57holu,https://api.spotify.com/v1/tracks/59KOoHFcw5XfICnO57holu,https://api.spotify.com/v1/audio-analysis/59KOoHFcw5XfICnO57holu,369120,3
103,103,Long Live (Taylor's Version),4hqJ4bSlYJOXb6Z4SRmzxs,Speak Now (Taylor's Version),0.38,0.628,0,-4.054,1,0.038,0.0162,0.0,0.227,0.0984,203.826,audio_features,4hqJ4bSlYJOXb6Z4SRmzxs,spotify:track:4hqJ4bSlYJOXb6Z4SRmzxs,https://api.spotify.com/v1/tracks/4hqJ4bSlYJOXb6Z4SRmzxs,https://api.spotify.com/v1/audio-analysis/4hqJ4bSlYJOXb6Z4SRmzxs,317960,4
104,104,Ours (Taylor’s Version),3yNJkriPzWjkkDAWHIAVUq,Speak Now (Taylor's Version),0.539,0.475,0,-8.411,1,0.0287,0.42,0.0,0.109,0.293,159.824,audio_features,3yNJkriPzWjkkDAWHIAVUq,spotify:track:3yNJkriPzWjkkDAWHIAVUq,https://api.spotify.com/v1/tracks/3yNJkriPzWjkkDAWHIAVUq,https://api.spotify.com/v1/audio-analysis/3yNJkriPzWjkkDAWHIAVUq,235803,4
105,105,Superman (Taylor’s Version),4evLyY5Ue1Wesc61t2KXAU,Speak Now (Taylor's Version),0.537,0.733,7,-3.506,1,0.0302,0.00207,0.0,0.11,0.347,131.898,audio_features,4evLyY5Ue1Wesc61t2KXAU,spotify:track:4evLyY5Ue1Wesc61t2KXAU,https://api.spotify.com/v1/tracks/4evLyY5Ue1Wesc61t2KXAU,https://api.spotify.com/v1/audio-analysis/4evLyY5Ue1Wesc61t2KXAU,274945,4
106,106,Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault),4e3ZNTAV6PCrdYMUrUlMpQ,Speak Now (Taylor's Version),0.547,0.854,7,-4.753,1,0.0526,0.018,0.0,0.156,0.26,131.068,audio_features,4e3ZNTAV6PCrdYMUrUlMpQ,spotify:track:4e3ZNTAV6PCrdYMUrUlMpQ,https://api.spotify.com/v1/tracks/4e3ZNTAV6PCrdYMUrUlMpQ,https://api.spotify.com/v1/audio-analysis/4e3ZNTAV6PCrdYMUrUlMpQ,266467,4
107,107,When Emma Falls in Love (Taylor’s Version) (From The Vault),0zo975x58DlXbZllWvfYhg,Speak Now (Taylor's Version),0.524,0.759,2,-4.714,1,0.0471,0.168,0.0,0.104,0.234,77.879,audio_features,0zo975x58DlXbZllWvfYhg,spotify:track:0zo975x58DlXbZllWvfYhg,https://api.spotify.com/v1/tracks/0zo975x58DlXbZllWvfYhg,https://api.spotify.com/v1/audio-analysis/0zo975x58DlXbZllWvfYhg,252386,4
